SITE_ID,START_DATETIME,END_DATETIME,REF_SOIL_MOISTURE,REF_BULKDENSITY,REF_LATTICEWATER,REF_Q0,REF_C0,REF_CTS_MOD_CORR,REF_CTS_MOD2_CORR,REF_CTS_BARE_CORR,REF_CTS_SNOW_CORR,N0_MOD,N0_MOD2,N0_BARE,N0_SNOW,COSMOS_FACTOR_PROBE_MOD,COSMOS_FACTOR_PROBE_MOD2,COSMOS_FACTOR_PROBE_BARE,COSMOS_FACTOR_PROBE_SNOW,THETA_MIN,THETA_MAX,THETA_MIN_DATE,THETA_MAX_DATE,REF_SOC,CALIBRATION_COMMENT,PROBE_EFFDEPTH,N_MIN,METHOD,SOIL_COMMENT,N_MAX,L,ACTIVE,REF_BULKDENSITY_STD,REF_LATTICEWATER_STD,REF_SOC_STD
LODTN,2016-09-14 00:00:00,2016-09-15 00:00:00,0.455,1.07,0.041,14.47,162.89175,1532.625,,,,3053.94455,,,,1,1,1,1,46.663,68.118,2013-12-11 12:00:00,2014-03-02 12:00:00,0.036,radial and vertical weighted mean from 0-25 cm data,"18.6cm (1m radius) to 13.6cm, (200m radius)",1355.10094,2,Typical mineral soil; lattice and bound water appears somewhat high,2421.26903,136.782,1,,,
LULLN,2015-01-14 00:00:00,2015-01-14 22:00:00,0.452,0.8,0.006,5.476,156.19505,1377.6,,,,2860.97668,,,,1,1,1,1,,,,,0.043,Calibration values calculated with <1 day of data due to rain on calibration day,probe effective depth varies from 25.4 (1 m radius) to 18.3 cm (200 m radius) on calibration day),1227.76771,2,Highly calcareous mineral soil (around 66% calcium carbonate); lattice and bound water is lower than for a typical mineral soil,2473.83769,136.982,1,,,
MOORH,2014-12-11 00:00:00,2014-12-12 00:00:00,0.578,0.76,0.014,4.282,149.177,1316.018,,,,2888.0,,,,1,1,1,1,,,,,0.076,,probe effective depth varies from 26.1 (1 m radius) to 19.5 cm (200 m radius) on calibration day),1227.776,2,"Mineral soil with very high organic matter, i.e. high soil organic carbon and low bulk density",2212.631,,0,,,
MOREM,2019-02-13 00:00:00,2019-02-14 00:00:00,0.433,1.22,0.026,6.898,165.186,1577.31,,,,3009.047,,,,1,1,1,1,,,,,0.035,radial and vertical weighted mean from 0-25 cm data,18.1 (1 m radius) to 13.2 cm (200 m radius),1363.553,2,Typical mineral soil,2500.792,,0,,,
MORLY,2014-06-19 00:00:00,2014-06-21 00:00:00,0.161,1.53,0.016,9.169,149.966,1857.105,,,,2687.254,,,,1,1,1,1,,,,,0.017,,,1270.531,2,Typical mineral soil with high bulk density,2466.754,,0,,,
NWYKE,2014-11-05 00:00:00,2014-11-06 00:00:00,0.472,1.16,0.02,6.461,148.84913,1350.469,,,,2650.95726,,,,1,1,1,1,,,,,0.037,,probe effective depth varies from 19.0 (1 m radius) to 13.9 cm (200 m radius) on calibration day),1193.29639,2,Typical mineral soil,2231.48951,136.835,1,,,
PLYNL,2014-11-26 00:00:00,2014-11-27 00:00:00,0.59,0.61,0.02,6.2,155.07783,1270.95,,,,2938.57686,,,,1,1,1,1,,,,,0.098,,probe effective depth varies from 30.6 (1 m radius) to 23.1 cm (200 m radius) on calibration day),1219.96328,2,"Organic soil with some mineral material, i.e. high soil organic carbon and low bulk density",2112.19355,135.343,1,,,
PORTN,2015-02-02 00:00:00,2015-02-03 00:00:00,0.391,0.91,0.004,3.621,149.94892,1402.996,,,,2774.43694,,,,1,1,1,1,,,,,0.049,,probe effective depth varies from 25.0 (1 m radius) to 17.8 cm (200 m radius) on calibration day),1209.03767,2,Highly calcareous mineral soil (around 82% calcium carbonate); lattice and bound water is lower than for a typical mineral soil,2366.46259,136.923,1,,,
RDMER,2015-06-04 00:00:00,2015-06-05 00:00:00,0.504,0.59,0.056,7.882,155.18346,1308.747,,,,2972.52663,,,,1,1,1,1,,,,,0.238,,probe effective depth varies from 31.1 (1 m radius) to 23.6 cm (200 m radius) on calibration day),1219.93857,2,"Extremely organic soil, perhaps somewhat compacted, i.e. very high soil organic carbon and higher than expected but still low bulk density; lattice and bound water appears somewhat high",1693.01744,137.397,1,,,
REDHL,2016-12-08 00:00:00,2016-12-09 00:00:00,0.252,1.23,0.011,8.947,164.73154,1742.064,,,,2888.18069,,,,1,1,1,1,,,,,0.024,,varies from 22.1 (1 m radius) to 15.3 cm (200 m radius) on calibration day,1316.73243,2,Slightly calcareous mineral soil (around 7% calcium carbonate),2630.16988,137.027,1,,,
RISEH,2017-02-16 00:00:00,2017-02-17 00:00:00,0.429,1.27,0.022,6.68,165.2,1602.038,,,,3014.561,,,,1,1,1,1,,,,,0.032,,varies from 17.3 (1 m radius) to 12.6 cm (200 m radius) on calibration day,1376.097,2,Calcareous mineral soil (around 21% calcium carbonate),2562.698,,0,,,
ROTHD,2014-09-02 00:00:00,2014-09-03 00:00:00,0.28,1.33,0.018,10.072,157.241,1723.728,,,,2903.573,,,,1,1,1,1,,,,,0.021,,probe effective depth varies from 21.0 (1 m radius) to 14.6 cm (200 m radius) on calibration day),1339.114,2,Typical mineral soil,2603.562,,0,,,
SHEEP,2014-03-20 00:00:00,2014-03-21 00:00:00,0.327,1.03,0.027,7.344,154.63258,913.023,,,,1738.79296,,,,1,1,1,1,,,,,0.059,,,766.71972,2,Mineral soil with fairly high soil organic carbon; slightly calcareous,1345.80845,136.603,1,,,
SOURH,2014-12-09 00:00:00,2014-12-10 00:00:00,0.578,0.65,0.021,6.175,149.108,1240.018,,,,2788.361,,,,1,1,1,1,,,,,0.086,,probe effective depth varies from 30.6 (1 m radius) to 22.8 cm (200 m radius) on calibration day),1165.248,2,"Mineral soil with very high organic matter, i.e. high soil organic carbon and low bulk density",2052.133,,0,,,
SPENF,2017-06-15 00:00:00,2017-06-16 00:00:00,0.269,1.41,0.011,9.357,165.64,1933.526,,,,3156.088,,,,1,1,1,1,,,,,0.019,radial and vertical weighted mean from 0-25 cm data,22.0 (1 m radius) to 15.0 cm (200 m radius) ,1472.597,2,"Calcareous mineral soil (around 22% calcium carbonate), with high bulk density",2932.768,,0,,,
STGHT,2015-11-19 00:00:00,2015-11-20 00:00:00,0.351,1.33,0.018,6.966,155.15,1601.009,,,,2845.699,,,,1,1,1,1,,,,,0.027,,probe effective depth varies from 18.5 (1 m radius) to 13.2 cm (200 m radius) on calibration day),1310.752,2,Typical mineral soil,2495.678,,0,,,
STIPS,2014-11-27 00:00:00,2014-11-28 00:00:00,0.612,0.52,0.016,6.515,154.72942,1274.504,,,,3015.85461,,,,1,1,1,1,,,,,0.104,,probe effective depth varies from 31.1 (1 m radius) to 23.4 cm (200 m radius) on calibration day),1234.81375,2,"Organic soil with some mineral material, i.e. high soil organic carbon and low bulk density",2158.83856,135.702,1,,,
SYDLG,2019-03-21 00:00:00,2019-03-22 00:00:00,0.374,1.05,0.02,8.284,165.459,1706.981,,,,3244.14199,,,,1,1,1,1,,,,,0.035,radial and vertical weighted mean from 0-25 cm data,21.1 (1 m radius) to 15.0 cm (200 m radius),1440.36601,2,Typical mineral soil,2748.74242,136.433,1,,,
TADHM,2014-11-06 00:00:00,2014-11-07 00:00:00,0.615,0.31,0.029,8.1,148.385,1131.022,,,,2789.14198,,,,1,1,1,1,,,,,0.314,,probe effective depth varies from 55.5 (1 m radius) to 42.5 cm (200 m radius) on calibration day),1098.73739,2,"Extremely organic soil with little mineral material, i.e. very high soil organic carbon and extremely low bulk density",1529.61905,137.402,1,,,
WADDN,2014-03-13 00:00:00,2014-03-15 00:00:00,0.46,1.01,0.021,6.575,154.49135,819.051,,,,1622.85656,,,,1,1,1,1,,,,,0.034,,,716.73334,2,Typical mineral soil,1375.03681,136.997,1,,,
WIMPL,2019-10-15 00:00:00,2019-10-16 00:00:00,0.361,1.18,0.015,8.959,164.63229,1581.655,,,,2909.32748,,,,1,1,1,1,,,,,0.035,radial and vertical weighted mean from 0-25 cm data,19.6 (1 m radius) to 14.0 cm (200 m radius),1314.45106,2,Typical mineral soil,2506.95868,137.179,1,,,
WRTTL,2017-07-27 00:00:00,2017-07-28 00:00:00,0.35,1.15,0.019,10.595,161.28221,1647.568,,,,3033.70084,,,,1,1,1,1,,,,,0.035,radial and vertical weighted mean from 0-25 cm data,20.3 (1 m radius) to 14.3 cm (200 m radius),1364.55755,2,Typical mineral soil,2578.96883,137.226,1,,,
WYTH1,2014-04-15 00:00:00,2014-04-16 00:00:00,0.485,1.05,0.017,5.189,155.58,681.613,,,,1358.002,,,,1,1,1,1,,,,,0.028,,,603.818,2,Typical mineral soil,1190.968,,0,,,
ALIC1,2015-08-04 00:00:00,2015-08-05 00:00:00,0.272,0.84,0.025,9.484,156.903,1224.272,,,,2302.371,,,,1,1,1,1,,,,,0.042,,,992.026,1,Typical mineral soil; lower bulk density may be due to higher clay and/or organic content or macropores from tree roots,,,1,,,
ALIC1,2015-08-04 00:00:00,2015-08-05 00:00:00,0.266,0.85,0.025,9.484,156.903,1224.272,,,,2287.283,,,,1,1,1,1,,,,,0.042,,probe effective depth varies from 33.3 (1 m radius) to 23.1 cm (200 m radius) on calibration day),986.914,2,Typical mineral soil; lower bulk density may be due to higher clay and/or organic content or macropores from tree roots,1866.322,,0,,,
ALIC1,2015-08-04 00:00:00,2015-08-05 00:00:00,0.266,0.85,0.025,9.484,156.903,1224.27,,,,2287.279,,,,1,1,1,1,,,,,0.042,,probe effective depth varies from 33.3 (1 m radius) to 23.1 cm (200 m radius) on calibration day),986.912,3,Typical mineral soil; lower bulk density may be due to higher clay and/or organic content or macropores from tree roots,1866.319,130.0,0,,,
ALIC1,2015-08-04 00:00:00,2015-08-05 00:00:00,0.266,0.85,0.025,9.484,156.9,1224.021,,,,2286.814,,,,1,1,1,1,,,,,0.042,,probe effective depth varies from 33.3 (1 m radius) to 23.1 cm (200 m radius) on calibration day),986.712,3,Typical mineral soil; lower bulk density may be due to higher clay and/or organic content or macropores from tree roots,1865.94,136.979,0,,,
BALRD,2014-07-29 00:00:00,2014-07-30 00:00:00,0.261,1.34,0.018,10.212,155.862,1808.862,,,,3003.026,,,,1,1,1,1,,,,,0.023,,,1386.053,1,Typical mineral soil,,,1,,,
BALRD,2014-07-29 00:00:00,2014-07-30 00:00:00,0.254,1.35,0.018,10.212,155.98108,1808.862,,,,2981.47164,,,,1,1,1,1,,,,,0.023,,probe effective depth varies from 21.0 (1 m radius) to 14.5 cm (200 m radius) on calibration day),1377.75021,2,Typical mineral soil,2653.35687,137.03,1,,,
BALRD,2014-07-29 00:00:00,2014-07-30 00:00:00,0.254,1.34,0.018,10.212,155.862,1808.958,,,,2985.924,,,,1,1,1,1,,,,,0.023,,probe effective depth varies from 21.0 (1 m radius) to 14.5 cm (200 m radius) on calibration day),1378.159,3,Typical mineral soil,2657.319,130.0,0,0.14,0.00066,0.00076
BALRD,2014-07-29 00:00:00,2014-07-30 00:00:00,0.254,1.34,0.018,10.212,155.981,1809.445,,,,2986.727,,,,1,1,1,1,,,,,0.023,,probe effective depth varies from 21.0 (1 m radius) to 14.5 cm (200 m radius) on calibration day),1378.53,3,Typical mineral soil,2658.034,137.03,0,0.14,0.00066,0.00076
BICKL,2015-02-24 00:00:00,2015-02-25 00:00:00,0.397,1.29,0.01,5.154,152.092,1534.039,,,,2786.81,,,,1,1,1,1,,,,,0.02,,,1281.396,1,Typical mineral soil,,,1,,,
BICKL,2015-02-24 00:00:00,2015-02-25 00:00:00,0.412,1.25,0.01,5.154,152.09238,1534.039,,,,2837.58351,,,,1,1,1,1,,,,,0.02,,probe effective depth varies from 18.4 (1 m radius) to 13.1 cm (200 m radius) on calibration day),1298.20196,2,Typical mineral soil,2636.80002,137.008,1,,,
HYBRY,2018-02-22 00:00:00,2018-02-23 00:00:00,0.411,0.88,0.006,4.027,165.215,1555.417,,,,3138.84,,,,1,1,1,1,,,,,0.066,radial and vertical weighted mean from 0-25 cm data,27.4 (1 m radius) to 19.6 cm (200 m radius)?,1359.295,3,Highly calcareous mineral soil with high soil organic carbon,2523.896,136.723,0,0.27,0.0021,0.011
LIZRD,2014-11-04 00:00:00,2014-11-05 00:00:00,0.607,0.7,0.014,7.179,148.761,1218.882,,,,2716.777,,,,1,1,1,1,,,,,0.058,,,1146.516,1,Mineral soil with high soil organic carbon; bulk density is notably lower towards the surface (0-10/15 cm),,,1,,,
LIZRD,2014-11-04 00:00:00,2014-11-05 00:00:00,0.568,0.95,0.014,7.179,148.761,1218.882,,,,2566.371,,,,1,1,1,1,,,,,0.058,,probe effective depth varies from 21.1 (1 m radius) to 15.7 cm (200 m radius) on calibration day),1121.968,2,Mineral soil with high soil organic carbon; bulk density is notably lower towards the surface (0-10/15 cm),2063.582,,0,,,
LIZRD,2014-11-04 00:00:00,2014-11-05 00:00:00,0.568,0.95,0.014,7.179,148.761,1218.881,,,,2566.369,,,,1,1,1,1,,,,,0.058,,probe effective depth varies from 21.1 (1 m radius) to 15.7 cm (200 m radius) on calibration day),1121.967,3,Mineral soil with high soil organic carbon; bulk density is notably lower towards the surface (0-10/15 cm),2063.58,130.0,0,0.3,0.0023,0.027
LIZRD,2014-11-04 00:00:00,2014-11-05 00:00:00,0.568,0.95,0.014,7.179,148.761,1226.133,,,,2581.639,,,,1,1,1,1,,,,,0.058,,probe effective depth varies from 21.1 (1 m radius) to 15.7 cm (200 m radius) on calibration day),1128.643,3,Mineral soil with high soil organic carbon; bulk density is notably lower towards the surface (0-10/15 cm),2075.859,137.099,0,0.3,0.0023,0.027
LODTN,2016-09-14 00:00:00,2016-09-15 00:00:00,0.455,1.16,0.041,14.47,162.894,1532.625,,,,3003.386,,,,1,1,1,1,46.663,68.118,2013-12-11 12:00:00,2014-03-02 12:00:00,0.036,radial and vertical weighted mean from 0-25 cm data,"18.6cm (1m radius) to 13.6cm, (200m radius)",1347.485,2,Typical mineral soil; lattice and bound water appears somewhat high,2381.185,,0,,,
LODTN,2016-09-14 00:00:00,2016-09-15 00:00:00,0.455,1.16,0.041,14.47,162.894,1532.64,,,,3003.416,,,,1,1,1,1,46.663,68.118,2013-12-11 12:00:00,2014-03-02 12:00:00,0.036,radial and vertical weighted mean from 0-25 cm data,"18.6cm (1m radius) to 13.6cm, (200m radius)",1347.499,3,Typical mineral soil; lattice and bound water appears somewhat high,2381.208,130.0,0,0.1,0.0023,0.0023
LODTN,2016-09-14 00:00:00,2016-09-15 00:00:00,0.455,1.16,0.041,14.47,162.892,1535.865,,,,3009.735,,,,1,1,1,1,46.663,68.118,2013-12-11 12:00:00,2014-03-02 12:00:00,0.036,radial and vertical weighted mean from 0-25 cm data,"18.6cm (1m radius) to 13.6cm, (200m radius)",1350.334,3,Typical mineral soil; lattice and bound water appears somewhat high,2386.218,136.782,0,0.1,0.0023,0.0023
LULLN,2015-01-14 00:00:00,2015-01-14 22:00:00,0.487,0.75,0.006,5.476,156.195,1377.6,,,,2922.705,,,,1,1,1,1,,,,,0.043,,,1244.963,1,Highly calcareous mineral soil (around 66% calcium carbonate); lattice and bound water is lower than for a typical mineral soil,,,1,,,
LULLN,2015-01-14 00:00:00,2015-01-14 22:00:00,0.452,0.9,0.006,5.476,156.195,1377.6,,,,2792.73,,,,1,1,1,1,,,,,0.043,Calibration values calculated with <1 day of data due to rain on calibration day,probe effective depth varies from 25.4 (1 m radius) to 18.3 cm (200 m radius) on calibration day),1215.863,2,Highly calcareous mineral soil (around 66% calcium carbonate); lattice and bound water is lower than for a typical mineral soil,2414.826,,0,,,
LULLN,2015-01-14 00:00:00,2015-01-14 22:00:00,0.452,0.9,0.006,5.476,156.195,1377.632,,,,2792.794,,,,1,1,1,1,,,,,0.043,Calibration values calculated with <1 day of data due to rain on calibration day,probe effective depth varies from 25.4 (1 m radius) to 18.3 cm (200 m radius) on calibration day),1215.89,3,Highly calcareous mineral soil (around 66% calcium carbote); lattice and bound water is lower than for a typical mineral soil,2414.881,130.0,0,0.22,0.0017,0.011
LULLN,2015-01-14 00:00:00,2015-01-14 22:00:00,0.452,0.9,0.006,5.476,156.195,1381.405,,,,2800.444,,,,1,1,1,1,,,,,0.043,Calibration values calculated with <1 day of data due to rain on calibration day,probe effective depth varies from 25.4 (1 m radius) to 18.3 cm (200 m radius) on calibration day),1219.221,3,Highly calcareous mineral soil (around 66% calcium carbote); lattice and bound water is lower than for a typical mineral soil,2421.496,136.982,0,0.22,0.0017,0.011
MOORH,2014-12-11 00:00:00,2014-12-12 00:00:00,0.601,0.55,0.014,4.282,149.177,1316.018,,,,3030.465,,,,1,1,1,1,,,,,0.076,,,1248.361,1,"Mineral soil with very high organic matter, i.e. high soil organic carbon and low bulk density",,,1,,,
MOORH,2014-12-11 00:00:00,2014-12-12 00:00:00,0.578,0.61,0.014,4.282,149.17704,1316.018,,,,3030.47224,,,,1,1,1,1,,,,,0.076,,probe effective depth varies from 26.1 (1 m radius) to 19.5 cm (200 m radius) on calibration day),1260.09947,2,"Mineral soil with very high organic matter, i.e. high soil organic carbon and low bulk density",2321.78522,135.467,1,,,
MOORH,2014-12-11 00:00:00,2014-12-12 00:00:00,0.578,0.76,0.014,4.282,149.177,1316.031,,,,2888.028,,,,1,1,1,1,,,,,0.076,,probe effective depth varies from 26.1 (1 m radius) to 19.5 cm (200 m radius) on calibration day),1227.788,3,"Mineral soil with very high organic matter, i.e. high soil organic carbon and low bulk density",2212.652,130.0,0,0.38,0.0025,0.029
MOORH,2014-12-11 00:00:00,2014-12-12 00:00:00,0.578,0.76,0.014,4.282,149.177,1339.811,,,,2940.214,,,,1,1,1,1,,,,,0.076,,probe effective depth varies from 26.1 (1 m radius) to 19.5 cm (200 m radius) on calibration day),1249.974,3,"Mineral soil with very high organic matter, i.e. high soil organic carbon and low bulk density",2252.634,135.467,0,0.38,0.0025,0.029
MOREM,2019-02-13 00:00:00,2019-02-14 00:00:00,0.433,1.09,0.026,6.898,165.31296,1577.31,,,,3044.2862,,,,1,1,1,1,,,,,0.035,radial and vertical weighted mean from 0-25 cm data,18.1 (1 m radius) to 13.2 cm (200 m radius),1357.43451,2,Typical mineral soil,2530.07859,137.141,1,,,
MOREM,2019-02-13 00:00:00,2019-02-14 00:00:00,0.433,1.22,0.026,6.898,165.186,1577.327,,,,3009.079,,,,1,1,1,1,,,,,0.035,radial and vertical weighted mean from 0-25 cm data,18.1 (1 m radius) to 13.2 cm (200 m radius),1363.5678,3,Typical mineral soil,2500.8182,130.0,0,0.23,0.0038,0.0053
MOREM,2019-02-13 00:00:00,2019-02-14 00:00:00,0.433,1.22,0.026,6.898,165.313,1561.573,,,,2979.026,,,,1,1,1,1,,,,,0.035,radial and vertical weighted mean from 0-25 cm data,18.1 (1 m radius) to 13.2 cm (200 m radius),1349.949,3,Typical mineral soil,2475.841,137.141,0,0.23,0.0038,0.0053
MORLY,2014-06-19 00:00:00,2014-06-21 00:00:00,0.162,1.48,0.016,9.169,149.966,1857.105,,,,2707.798,,,,1,1,1,1,,,,,0.017,,,1272.927,1,Typical mineral soil with high bulk density,,,1,,,
MORLY,2014-06-19 00:00:00,2014-06-21 00:00:00,0.161,1.48,0.016,9.169,149.96625,1857.105,,,,2688.0611,,,,1,1,1,1,,,,,0.017,,,1263.64909,2,Typical mineral soil with high bulk density,2467.49479,137.123,1,,,
MORLY,2014-06-19 00:00:00,2014-06-21 00:00:00,0.161,1.53,0.016,9.169,149.966,1857.164,,,,2687.339,,,,1,1,1,1,,,,,0.017,,,1270.571,3,Typical mineral soil with high bulk density,2466.832,130.0,0,0.2,0.002,0.0038
MORLY,2014-06-19 00:00:00,2014-06-21 00:00:00,0.161,1.53,0.016,9.169,149.966,1845.824,,,,2670.931,,,,1,1,1,1,,,,,0.017,,,1262.813,3,Typical mineral soil with high bulk density,2451.77,137.123,0,0.2,0.002,0.0038
NWYKE,2014-11-05 00:00:00,2014-11-06 00:00:00,0.466,1.15,0.02,6.461,148.849,1350.469,,,,2637.728,,,,1,1,1,1,,,,,0.037,,,1185.858,1,Typical mineral soil,,,1,,,
NWYKE,2014-11-05 00:00:00,2014-11-06 00:00:00,0.472,1.12,0.02,6.461,148.849,1350.469,,,,2657.577,,,,1,1,1,1,,,,,0.037,,probe effective depth varies from 19.0 (1 m radius) to 13.9 cm (200 m radius) on calibration day),1190.272,2,Typical mineral soil,2237.062,,0,,,
NWYKE,2014-11-05 00:00:00,2014-11-06 00:00:00,0.472,1.12,0.02,6.461,148.849,1350.482,,,,2657.603,,,,1,1,1,1,,,,,0.037,,probe effective depth varies from 19.0 (1 m radius) to 13.9 cm (200 m radius) on calibration day),1190.284,3,Typical mineral soil,2237.084,130.0,0,0.15,0.0014,0.0021
NWYKE,2014-11-05 00:00:00,2014-11-06 00:00:00,0.472,1.12,0.02,6.461,148.849,1356.172,,,,2668.801,,,,1,1,1,1,,,,,0.037,,probe effective depth varies from 19.0 (1 m radius) to 13.9 cm (200 m radius) on calibration day),1195.299,3,Typical mineral soil,2246.509,136.835,0,0.15,0.0014,0.0021
PLYNL,2014-11-26 00:00:00,2014-11-27 00:00:00,0.637,0.47,0.02,6.2,155.078,1270.95,,,,3005.524,,,,1,1,1,1,,,,,0.098,,,1220.927,1,"Organic soil with some mineral material, i.e. high soil organic carbon and low bulk density",,,1,,,
PLYNL,2014-11-26 00:00:00,2014-11-27 00:00:00,0.59,0.62,0.02,6.2,155.078,1270.95,,,,2887.158,,,,1,1,1,1,,,,,0.098,,probe effective depth varies from 30.6 (1 m radius) to 23.1 cm (200 m radius) on calibration day),1200.401,2,"Organic soil with some mineral material, i.e. high soil organic carbon and low bulk density",2075.235,,0,,,
PLYNL,2014-11-26 00:00:00,2014-11-27 00:00:00,0.59,0.62,0.02,6.2,155.078,1270.951,,,,2887.161,,,,1,1,1,1,,,,,0.098,,probe effective depth varies from 30.6 (1 m radius) to 23.1 cm (200 m radius) on calibration day),1200.402,3,"Organic soil with some mineral material, i.e. high soil organic carbon and low bulk density",2075.237,130.0,0,0.33,0.0015,0.0097
PLYNL,2014-11-26 00:00:00,2014-11-27 00:00:00,0.59,0.62,0.02,6.2,155.078,1290.985,,,,2932.67,,,,1,1,1,1,,,,,0.098,,probe effective depth varies from 30.6 (1 m radius) to 23.1 cm (200 m radius) on calibration day),1219.324,3,"Organic soil with some mineral material, i.e. high soil organic carbon and low bulk density",2107.948,135.343,0,0.33,0.0015,0.0097
PORTN,2015-02-02 00:00:00,2015-02-03 00:00:00,0.4,0.86,0.004,3.621,149.949,1402.996,,,,2808.111,,,,1,1,1,1,,,,,0.049,,,1215.114,1,Highly calcareous mineral soil (around 82% calcium carbonate); lattice and bound water is lower than for a typical mineral soil,,,1,,,
PORTN,2015-02-02 00:00:00,2015-02-03 00:00:00,0.391,0.97,0.004,3.621,149.949,1402.996,,,,2732.312,,,,1,1,1,1,,,,,0.049,,probe effective depth varies from 25.0 (1 m radius) to 17.8 cm (200 m radius) on calibration day),1200.56,2,Highly calcareous mineral soil (around 82% calcium carbonate); lattice and bound water is lower than for a typical mineral soil,2330.532,,0,,,
PORTN,2015-02-02 00:00:00,2015-02-03 00:00:00,0.391,0.97,0.004,3.621,149.949,1403.001,,,,2732.321,,,,1,1,1,1,,,,,0.049,,probe effective depth varies from 25.0 (1 m radius) to 17.8 cm (200 m radius) on calibration day),1200.564,3,Highly calcareous mineral soil (around 82% calcium carbote); lattice and bound water is lower than for a typical mineral soil,2330.54,130.0,0,0.14,0.0011,0.0059
PORTN,2015-02-02 00:00:00,2015-02-03 00:00:00,0.391,0.97,0.004,3.621,149.949,1407.183,,,,2740.465,,,,1,1,1,1,,,,,0.049,,probe effective depth varies from 25.0 (1 m radius) to 17.8 cm (200 m radius) on calibration day),1204.143,3,Highly calcareous mineral soil (around 82% calcium carbote); lattice and bound water is lower than for a typical mineral soil,2337.486,136.923,0,0.14,0.0011,0.0059
RDMER,2015-06-04 00:00:00,2015-06-05 00:00:00,0.507,0.61,0.056,7.882,155.183,1308.747,,,,2993.793,,,,1,1,1,1,,,,,0.238,,,1231.786,1,"Extremely organic soil, perhaps somewhat compacted, i.e. very high soil organic carbon and higher than expected but still low bulk density; lattice and bound water appears somewhat high",,,1,,,
RDMER,2015-06-04 00:00:00,2015-06-05 00:00:00,0.504,0.6,0.056,7.882,155.183,1308.747,,,,2996.958,,,,1,1,1,1,,,,,0.238,,probe effective depth varies from 31.1 (1 m radius) to 23.6 cm (200 m radius) on calibration day),1231.532,2,"Extremely organic soil, perhaps somewhat compacted, i.e. very high soil organic carbon and higher than expected but still low bulk density; lattice and bound water appears somewhat high",1706.932,,0,,,
RDMER,2015-06-04 00:00:00,2015-06-05 00:00:00,0.504,0.6,0.056,7.882,155.183,1308.748,,,,2996.961,,,,1,1,1,1,,,,,0.238,,probe effective depth varies from 31.1 (1 m radius) to 23.6 cm (200 m radius) on calibration day),1231.533,3,"Extremely organic soil, perhaps somewhat compacted, i.e. very high soil organic carbon and higher than expected but still low bulk density; lattice and bound water appears somewhat high",1706.934,130.0,0,0.097,0.0059,0.053
RDMER,2015-06-04 00:00:00,2015-06-05 00:00:00,0.504,0.6,0.056,7.882,155.183,1295.914,,,,2967.572,,,,1,1,1,1,,,,,0.238,,probe effective depth varies from 31.1 (1 m radius) to 23.6 cm (200 m radius) on calibration day),1219.456,3,"Extremely organic soil, perhaps somewhat compacted, i.e. very high soil organic carbon and higher than expected but still low bulk density; lattice and bound water appears somewhat high",1690.195,137.397,0,0.097,0.0059,0.053
REDHL,2016-12-08 00:00:00,2016-12-09 00:00:00,0.252,1.26,0.011,8.947,164.739,1742.064,,,,2889.68,,,,1,1,1,1,,,,,0.024,,varies from 22.1 (1 m radius) to 15.3 cm (200 m radius) on calibration day,1322.39,2,Slightly calcareous mineral soil (around 7% calcium carbonate),2631.535,,0,,,
REDHL,2016-12-08 00:00:00,2016-12-09 00:00:00,0.252,1.26,0.011,8.947,164.739,1742.07,,,,2889.69,,,,1,1,1,1,,,,,0.024,,varies from 22.1 (1 m radius) to 15.3 cm (200 m radius) on calibration day,1322.394,3,Slightly calcareous mineral soil (around 7% calcium carbote),2631.544,130.0,0,0.15,0.00076,0.0026
REDHL,2016-12-08 00:00:00,2016-12-09 00:00:00,0.252,1.26,0.011,8.947,164.732,1732.001,,,,2872.987,,,,1,1,1,1,,,,,0.024,,varies from 22.1 (1 m radius) to 15.3 cm (200 m radius) on calibration day,1314.75,3,Slightly calcareous mineral soil (around 7% calcium carbote),2616.333,137.027,0,0.15,0.00076,0.0026
RISEH,2017-02-16 00:00:00,2017-02-17 00:00:00,0.429,1.15,0.022,6.68,165.17329,1602.038,,,,3050.38428,,,,1,1,1,1,,,,,0.032,,varies from 17.3 (1 m radius) to 12.6 cm (200 m radius) on calibration day,1372.06175,2,Calcareous mineral soil (around 21% calcium carbonate),2593.15153,137.172,1,,,
RISEH,2017-02-16 00:00:00,2017-02-17 00:00:00,0.429,1.27,0.022,6.68,165.2,1602.066,,,,3014.614,,,,1,1,1,1,,,,,0.032,,varies from 17.3 (1 m radius) to 12.6 cm (200 m radius) on calibration day,1376.121,3,Calcareous mineral soil (around 21% calcium carbote),2562.743,130.0,0,0.18,0.0051,0.0043
RISEH,2017-02-16 00:00:00,2017-02-17 00:00:00,0.429,1.27,0.022,6.68,165.173,1589.477,,,,2990.925,,,,1,1,1,1,,,,,0.032,,varies from 17.3 (1 m radius) to 12.6 cm (200 m radius) on calibration day,1365.307,3,Calcareous mineral soil (around 21% calcium carbote),2542.605,137.172,0,0.18,0.0051,0.0043
ROTHD,2014-09-02 00:00:00,2014-09-03 00:00:00,0.272,1.32,0.018,10.072,157.241,1723.728,,,,2890.189,,,,1,1,1,1,,,,,0.021,,,1331.33,1,Typical mineral soil,,,1,,,
